epoch,step,val_acc,val_loss
0,2,0.0,2.7725794315338135
1,5,0.5,2.769869804382324
2,8,0.5,2.7673192024230957
3,11,0.5,2.7650232315063477
4,14,0.5,2.7630577087402344
5,17,0.5,2.761589288711548
6,20,0.5,2.7603237628936768
7,23,0.5,2.7590410709381104
8,26,0.5,2.75773286819458
9,29,0.5,2.7564547061920166
