epoch,step,val_acc,val_loss
0,2,0.0,2.772578716278076
1,5,0.0,2.767430305480957
2,8,0.5,2.762282609939575
3,11,0.5,2.7571306228637695
4,14,0.5,2.7519936561584473
5,17,0.5,2.7468574047088623
6,20,0.5,2.7417142391204834
7,23,0.5,2.7366068363189697
8,26,0.5,2.7315542697906494
9,29,0.5,2.7265443801879883
