epoch,step,val_acc,val_loss
0,2,0.5,1.3847432136535645
1,5,0.5,1.3840252161026
2,8,0.5,1.3833082914352417
3,11,0.5,1.3825916051864624
4,14,0.5,1.381888508796692
5,17,0.5,1.3811770677566528
6,20,0.5,1.380477786064148
7,23,0.5,1.3797885179519653
8,26,0.5,1.3790903091430664
9,29,0.5,1.3784089088439941
