epoch,step,val_acc,val_loss
0,2,0.5,2.754025936126709
1,5,0.5,2.748941659927368
2,8,0.5,2.7439093589782715
3,11,0.5,2.7388858795166016
4,14,0.5,2.7338500022888184
5,17,0.5,2.728776454925537
6,20,0.5,2.7237634658813477
7,23,0.5,2.7187607288360596
8,26,0.5,2.7137575149536133
9,29,0.5,2.7087349891662598
