Rank,Run ID,Generation,Architecture,Layers,Fold Accuracies,Validation Accuracy,Model Size,Training Time (s)
256,1,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 142, 'num_layers': 3, 'dropout_rate': 0.3254000370839944, 'bidirectional': True, 'attention': True, 'learning_rate': 4.950423993903617e-05, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.5257397015854244, 'accuracy': 0.7168831168831169}","[0.7727272727272727, 0.38095238095238093, 0.5714285714285714, 0.8571428571428571, 0.47619047619047616]",0.6116883116883117,2561682.0,5.180461835861206
257,6,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 3, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 0.00013912876748776735, 'batch_size': 64, 'weight_decay': 0}","[0.7727272727272727, 0.42857142857142855, 0.5238095238095238, 0.6190476190476191, 0.7142857142857143]",0.6116883116883117,2220418.0,3.017100143432617
258,3,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 307, 'num_layers': 4, 'dropout_rate': 0.38776943414885456, 'bidirectional': True, 'attention': True, 'learning_rate': 4.9999999999999996e-05, 'batch_size': 128, 'weight_decay': 1e-05}","[0.7727272727272727, 0.6190476190476191, 0.38095238095238093, 0.7619047619047619, 0.5238095238095238]",0.6116883116883116,10794735.0,2.0434170246124266
259,9,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.2522933359387215, 'bidirectional': True, 'attention': True, 'learning_rate': 1.2876698779728022e-05, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.157936411329356, 'accuracy': 0.3857142857142857}","[0.9090909090909091, 0.42857142857142855, 0.38095238095238093, 0.6666666666666666, 0.6666666666666666]",0.6103896103896103,665794.0,1.3099098682403565
260,3,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.1, 'bidirectional': True, 'attention': True, 'learning_rate': 8.469906250036461e-05, 'batch_size': 64, 'weight_decay': 1e-05, 'fitness': 0.6218658192534242, 'accuracy': 0.7541125541125541}","[0.5454545454545454, 0.47619047619047616, 0.6190476190476191, 0.6666666666666666, 0.7142857142857143]",0.6043290043290044,760962.0,4.312190198898316
261,1,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 179, 'num_layers': 3, 'dropout_rate': 0.38902220918789837, 'bidirectional': True, 'attention': True, 'learning_rate': 8.705505632961248e-05, 'batch_size': 64, 'weight_decay': 5e-05}","[0.5454545454545454, 0.3333333333333333, 0.7142857142857143, 0.9047619047619048, 0.5238095238095238]",0.6043290043290043,3619739.0,3.3969717025756836
262,3,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 3, 'dropout_rate': 0.44002350438754395, 'bidirectional': False, 'attention': True, 'learning_rate': 0.002042177732369845, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.6632463970833171, 'accuracy': 0.7913419913419913}","[0.5454545454545454, 0.47619047619047616, 0.5238095238095238, 0.9523809523809523, 0.5238095238095238]",0.6043290043290043,20415490.0,4.6770282745361325
263,8,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 3, 'dropout_rate': 0.3225844596560571, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0002774885362859185, 'batch_size': 64, 'weight_decay': 5e-05, 'fitness': 0.489458516062341, 'accuracy': 0.6787878787878787}","[0.5909090909090909, 0.42857142857142855, 0.5238095238095238, 0.9047619047619048, 0.5714285714285714]",0.6038961038961039,20678146.0,3.2850334644317627
264,2,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.1589831619063518, 'bidirectional': False, 'attention': True, 'learning_rate': 6.309573444801929e-05, 'batch_size': 32, 'weight_decay': 5e-05}","[0.6363636363636364, 0.42857142857142855, 0.5238095238095238, 0.9047619047619048, 0.5238095238095238]",0.6034632034632035,860290.0,5.736826324462891
265,9,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0015035617008818181, 'batch_size': 128, 'weight_decay': 0}","[0.7272727272727273, 0.38095238095238093, 0.6666666666666666, 0.5714285714285714, 0.6666666666666666]",0.6025974025974026,765122.0,1.5876489639282227
266,2,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.37143087107982997, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0003019951720402013, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.6147218006092633, 'accuracy': 0.7627705627705628}","[0.9090909090909091, 0.38095238095238093, 0.47619047619047616, 0.5714285714285714, 0.6666666666666666]",0.6008658008658009,661634.0,1.506006622314453
267,9,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 3, 'dropout_rate': 0.2044568495744757, 'bidirectional': False, 'attention': True, 'learning_rate': 4.9999999999999996e-05, 'batch_size': 64, 'weight_decay': 1e-05}","[0.45454545454545453, 0.38095238095238093, 0.6666666666666666, 0.9047619047619048, 0.5714285714285714]",0.5956709956709956,20678146.0,4.74711799621582
268,4,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 256, 'num_layers': 2, 'dropout_rate': 0.4329934447567705, 'bidirectional': True, 'attention': True, 'learning_rate': 0.001741101126592248, 'batch_size': 32, 'weight_decay': 1e-05}","[0.5, 0.3333333333333333, 0.9047619047619048, 0.6190476190476191, 0.6190476190476191]",0.5952380952380952,4764162.0,4.648174858093261
269,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 182, 'num_layers': 3, 'dropout_rate': 0.17007818318765355, 'bidirectional': False, 'attention': True, 'learning_rate': 3.5937930668721084e-06, 'batch_size': 64, 'weight_decay': 5e-05}","[0.6363636363636364, 0.38095238095238093, 0.5714285714285714, 0.9047619047619048, 0.47619047619047616]",0.593939393939394,3746836.0,10.368667507171631
270,2,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 179, 'num_layers': 2, 'dropout_rate': 0.34372546719897007, 'bidirectional': False, 'attention': True, 'learning_rate': 0.003981071705534973, 'batch_size': 128, 'weight_decay': 1e-05}","[0.6818181818181818, 0.38095238095238093, 0.6190476190476191, 0.6666666666666666, 0.6190476190476191]",0.5935064935064934,2848607.0,2.3780019760131834
271,8,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 0.000122777468772014, 'batch_size': 64, 'weight_decay': 5e-05, 'fitness': 0.5851495385165021, 'accuracy': 0.7454545454545454}","[0.6818181818181818, 0.38095238095238093, 0.6666666666666666, 0.7619047619047619, 0.47619047619047616]",0.5935064935064934,963778.0,3.2176427841186523
272,2,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 140, 'num_layers': 2, 'dropout_rate': 0.32626551543227333, 'bidirectional': False, 'attention': True, 'learning_rate': 0.26546055619755415, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.574359308101757, 'accuracy': 0.7341991341991341}","[0.7272727272727273, 0.5238095238095238, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714]",0.5930735930735931,2037002.0,5.601951456069946
273,4,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 215, 'num_layers': 3, 'dropout_rate': 0.4989894068514362, 'bidirectional': True, 'attention': True, 'learning_rate': 6.511901802681026e-06, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.6475372688874688, 'accuracy': 0.7813852813852813}","[0.5454545454545454, 0.7619047619047619, 0.6190476190476191, 0.42857142857142855, 0.5714285714285714]",0.5852813852813853,4805251.0,6.767945194244385
274,8,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 390, 'num_layers': 2, 'dropout_rate': 0.32097347297516776, 'bidirectional': False, 'attention': True, 'learning_rate': 0.000986862896122779, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.3991857474093917, 'accuracy': 0.6138528138528138}","[0.5909090909090909, 0.38095238095238093, 0.47619047619047616, 0.7142857142857143, 0.7619047619047619]",0.5848484848484848,9239492.0,1.9482776165008544
275,1,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.38955917530470846, 'bidirectional': False, 'attention': True, 'learning_rate': 6.3551059989245935e-06, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.4439954791213972, 'accuracy': 0.6506493506493507}","[0.6363636363636364, 0.38095238095238093, 0.9523809523809523, 0.47619047619047616, 0.47619047619047616]",0.5844155844155844,760706.0,4.336383056640625
276,4,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 460, 'num_layers': 2, 'dropout_rate': 0.21865662304167788, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0001, 'batch_size': 128, 'weight_decay': 5e-05}","[0.6818181818181818, 0.3333333333333333, 0.5238095238095238, 0.7142857142857143, 0.6666666666666666]",0.5839826839826839,11845002.0,2.6118101596832277
277,8,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.17455107885800028, 'bidirectional': False, 'attention': True, 'learning_rate': 2.773923680169613e-05, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.2695010470969486, 'accuracy': 0.5}","[0.6818181818181818, 0.6666666666666666, 0.5714285714285714, 0.5238095238095238, 0.47619047619047616]",0.5839826839826839,864450.0,5.935002946853638
278,8,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 4, 'dropout_rate': 0.26454012417482975, 'bidirectional': True, 'attention': True, 'learning_rate': 1.2730501155464241e-05, 'batch_size': 128, 'weight_decay': 5e-05}","[0.6818181818181818, 0.38095238095238093, 0.6666666666666666, 0.42857142857142855, 0.7619047619047619]",0.5839826839826838,26977794.0,2.799941301345825
279,1,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 96, 'num_layers': 3, 'dropout_rate': 0.3042171989668817, 'bidirectional': True, 'attention': True, 'learning_rate': 2.408832527724681e-05, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.4206739848174405, 'accuracy': 0.6320346320346321}","[0.8181818181818182, 0.5238095238095238, 0.6190476190476191, 0.47619047619047616, 0.47619047619047616]",0.5826839826839827,1471298.0,5.361210870742798
280,6,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 174, 'num_layers': 4, 'dropout_rate': 0.21267069046316422, 'bidirectional': False, 'attention': True, 'learning_rate': 0.012132887653737866, 'batch_size': 64, 'weight_decay': 0, 'fitness': 0.31031736371148594, 'accuracy': 0.5380952380952382}","[0.9545454545454546, 0.38095238095238093, 0.6190476190476191, 0.42857142857142855, 0.5238095238095238]",0.5813852813852813,4228028.0,4.422178554534912
281,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 131, 'num_layers': 4, 'dropout_rate': 0.4390366590053021, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0001, 'batch_size': 64, 'weight_decay': 5e-05}","[0.3181818181818182, 0.6666666666666666, 0.6666666666666666, 0.7619047619047619, 0.47619047619047616]",0.577922077922078,2709999.0,4.082873153686523
282,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.27593434314094756, 'bidirectional': True, 'attention': True, 'learning_rate': 0.001, 'batch_size': 128, 'weight_decay': 5e-05}","[0.5, 0.3333333333333333, 0.8095238095238095, 0.8095238095238095, 0.42857142857142855]",0.5761904761904761,765122.0,1.7550851345062255
283,9,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 4, 'dropout_rate': 0.35028782874845943, 'bidirectional': False, 'attention': True, 'learning_rate': 1e-05, 'batch_size': 128, 'weight_decay': 5e-05}","[0.5, 0.38095238095238093, 0.6190476190476191, 0.9047619047619048, 0.47619047619047616]",0.5761904761904761,26977794.0,2.258231830596924
284,2,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.39247395010681685, 'bidirectional': True, 'attention': True, 'learning_rate': 6.309573444801929e-05, 'batch_size': 128, 'weight_decay': 1e-05}","[0.5909090909090909, 0.47619047619047616, 0.6190476190476191, 0.47619047619047616, 0.7142857142857143]",0.5753246753246753,661634.0,1.2361825942993163
285,9,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.32445160020035546, 'bidirectional': True, 'attention': True, 'learning_rate': 0.015418343437322329, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.35621869895436337, 'accuracy': 0.5722943722943723}","[0.5909090909090909, 0.5238095238095238, 0.7142857142857143, 0.5238095238095238, 0.5238095238095238]",0.5753246753246752,765122.0,5.307225608825684
286,3,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 3, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 6.578789760625647e-06, 'batch_size': 64, 'weight_decay': 1e-05, 'fitness': 0.31882532556298704, 'accuracy': 0.5554112554112554}","[0.6818181818181818, 0.5714285714285714, 0.5238095238095238, 0.47619047619047616, 0.6190476190476191]",0.5744588744588744,2203906.0,5.586231088638305
287,6,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 3, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 6.727717199013347e-06, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.5979415087180049, 'accuracy': 0.7532467532467532}","[0.7727272727272727, 0.6666666666666666, 0.5238095238095238, 0.47619047619047616, 0.42857142857142855]",0.5735930735930735,20678146.0,19.56493878364563
288,9,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 4, 'dropout_rate': 0.32445160020035546, 'bidirectional': True, 'attention': True, 'learning_rate': 5.011872336272725e-05, 'batch_size': 32, 'weight_decay': 0}","[0.9090909090909091, 0.47619047619047616, 0.47619047619047616, 0.5238095238095238, 0.47619047619047616]",0.5722943722943723,2615682.0,5.347219228744507
289,9,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.3771161201402488, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0003168915578577733, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.3361454248446978, 'accuracy': 0.5471861471861471}","[0.5, 0.38095238095238093, 0.6666666666666666, 0.7619047619047619, 0.5238095238095238]",0.5666666666666667,963778.0,1.2275466918945312
290,8,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.15164720190846304, 'bidirectional': True, 'attention': True, 'learning_rate': 0.004587949992482489, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.6411877649081296, 'accuracy': 0.7813852813852813}","[0.5454545454545454, 0.47619047619047616, 0.5714285714285714, 0.6666666666666666, 0.5714285714285714]",0.5662337662337663,765122.0,4.838888263702392
291,5,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 4, 'dropout_rate': 0.1, 'bidirectional': True, 'attention': True, 'learning_rate': 7.924465962305569e-06, 'batch_size': 32, 'weight_decay': 1e-05}","[0.5909090909090909, 0.6190476190476191, 0.38095238095238093, 0.6190476190476191, 0.6190476190476191]",0.5658008658008657,2615682.0,10.97153615951538
292,3,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.4686639088451664, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0024082246852806916, 'batch_size': 32, 'weight_decay': 1e-05}","[0.6363636363636364, 0.47619047619047616, 0.3333333333333333, 0.9047619047619048, 0.47619047619047616]",0.5653679653679654,959618.0,6.152897834777832
293,2,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 108, 'num_layers': 2, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 2.0447602644740493e-05, 'batch_size': 64, 'weight_decay': 1e-05, 'fitness': 0.36417673541349344, 'accuracy': 0.5935064935064934}","[0.6818181818181818, 0.42857142857142855, 0.6190476190476191, 0.5238095238095238, 0.5714285714285714]",0.564935064935065,1450442.0,3.4598177909851073
294,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.2688174691336173, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0001412537544622754, 'batch_size': 32, 'weight_decay': 5e-05}","[0.6818181818181818, 0.7142857142857143, 0.38095238095238093, 0.42857142857142855, 0.6190476190476191]",0.5649350649350648,864450.0,14.538639068603516
295,6,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 95, 'num_layers': 1, 'dropout_rate': 0.37289005029691286, 'bidirectional': True, 'attention': True, 'learning_rate': 0.004173520770080521, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.4546309952616765, 'accuracy': 0.6580086580086579}","[0.6818181818181818, 0.6666666666666666, 0.47619047619047616, 0.38095238095238093, 0.6190476190476191]",0.5649350649350648,1023627.0,5.034107351303101
296,9,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 221, 'num_layers': 2, 'dropout_rate': 0.3771161201402488, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0048609732910289034, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.46466425779867054, 'accuracy': 0.6796536796536796}","[0.6818181818181818, 0.38095238095238093, 0.5238095238095238, 0.7142857142857143, 0.5238095238095238]",0.5649350649350648,3891149.0,1.1111289978027343
297,6,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 157, 'num_layers': 3, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 0.04808208273576687, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.5828633308156135, 'accuracy': 0.7541125541125541}","[0.7272727272727273, 0.47619047619047616, 0.7142857142857143, 0.38095238095238093, 0.5238095238095238]",0.5645021645021645,2996661.0,5.079505681991577
298,4,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 1, 'dropout_rate': 0.1, 'bidirectional': True, 'attention': True, 'learning_rate': 7.924465962305569e-06, 'batch_size': 64, 'weight_decay': 1e-05}","[0.45454545454545453, 0.42857142857142855, 0.9047619047619048, 0.47619047619047616, 0.5238095238095238]",0.5575757575757575,1413378.0,2.122651243209839
299,8,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 444, 'num_layers': 4, 'dropout_rate': 0.1, 'bidirectional': True, 'attention': True, 'learning_rate': 3.1186323257976267e-07, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.4241495728999983, 'accuracy': 0.6238095238095237}","[0.5, 0.38095238095238093, 0.5714285714285714, 0.6666666666666666, 0.6666666666666666]",0.5571428571428572,20858678.0,3.279518175125122
300,6,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 3, 'dropout_rate': 0.16695791389699147, 'bidirectional': True, 'attention': True, 'learning_rate': 0.048380654812456556, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.6446541922637208, 'accuracy': 0.7818181818181817}","[0.5, 0.6190476190476191, 0.9047619047619048, 0.23809523809523808, 0.5238095238095238]",0.5571428571428572,2220418.0,1.498387908935547
301,6,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.48136466685218904, 'bidirectional': False, 'attention': True, 'learning_rate': 6.072016736884182e-05, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.5302561124768106, 'accuracy': 0.716017316017316}","[0.5, 0.38095238095238093, 0.6666666666666666, 0.7619047619047619, 0.47619047619047616]",0.5571428571428572,963778.0,1.278574275970459
302,6,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 4, 'dropout_rate': 0.1, 'bidirectional': True, 'attention': True, 'learning_rate': 2.1805770511811908e-05, 'batch_size': 128, 'weight_decay': 5e-05}","[0.5, 0.38095238095238093, 0.6666666666666666, 0.7619047619047619, 0.47619047619047616]",0.5571428571428572,2615682.0,1.2359456062316894
303,3,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 4, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 2.0762182326925288e-05, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.68819096844784, 'accuracy': 0.8199134199134198}","[0.5454545454545454, 0.38095238095238093, 0.5238095238095238, 0.9047619047619048, 0.42857142857142855]",0.5567099567099566,26715138.0,6.650263738632202
304,1,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 240, 'num_layers': 3, 'dropout_rate': 0.22195797408892848, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0002168943542395398, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.4527237546972704, 'accuracy': 0.6692640692640691}","[0.5909090909090909, 0.6190476190476191, 0.5714285714285714, 0.5238095238095238, 0.47619047619047616]",0.5562770562770563,5717282.0,5.898545980453491
305,8,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.43076707333036757, 'bidirectional': True, 'attention': True, 'learning_rate': 0.001, 'batch_size': 64, 'weight_decay': 5e-05}","[0.6363636363636364, 0.6190476190476191, 0.5238095238095238, 0.5238095238095238, 0.47619047619047616]",0.5558441558441558,765122.0,4.215032529830933
306,3,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 3, 'dropout_rate': 0.41793207052285514, 'bidirectional': True, 'attention': True, 'learning_rate': 6.58116828611607e-05, 'batch_size': 32, 'weight_decay': 1e-05}","[0.6818181818181818, 0.47619047619047616, 0.42857142857142855, 0.6666666666666666, 0.5238095238095238]",0.5554112554112554,2203906.0,4.764225625991822
307,9,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 4, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 1.5353612841464493e-05, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.4182875573397872, 'accuracy': 0.6402597402597403}","[0.6818181818181818, 0.6190476190476191, 0.6666666666666666, 0.3333333333333333, 0.47619047619047616]",0.5554112554112554,26977794.0,3.129505968093872
308,1,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 168, 'num_layers': 4, 'dropout_rate': 0.20860280902989592, 'bidirectional': False, 'attention': True, 'learning_rate': 8.785376951573743e-06, 'batch_size': 64, 'weight_decay': 5e-05, 'fitness': 0.43745378282972175, 'accuracy': 0.6415584415584416}","[0.7272727272727273, 0.42857142857142855, 0.38095238095238093, 0.7619047619047619, 0.47619047619047616]",0.554978354978355,3968498.0,3.897043752670288
309,9,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.3503546566916188, 'bidirectional': True, 'attention': True, 'learning_rate': 1.1519309193110611e-05, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.42402964532432963, 'accuracy': 0.641991341991342}","[0.7727272727272727, 0.42857142857142855, 0.47619047619047616, 0.47619047619047616, 0.6190476190476191]",0.5545454545454546,665794.0,1.2898864269256591
310,2,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.3856973275132442, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0001, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.6033841512284402, 'accuracy': 0.7532467532467532}","[0.7727272727272727, 0.38095238095238093, 0.47619047619047616, 0.5238095238095238, 0.6190476190476191]",0.5545454545454545,661634.0,1.1347721576690677
311,3,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 179, 'num_layers': 3, 'dropout_rate': 0.3860417388384682, 'bidirectional': False, 'attention': True, 'learning_rate': 1.6531147321376128e-06, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.68819096844784, 'accuracy': 0.8199134199134198}","[0.7727272727272727, 0.38095238095238093, 0.5238095238095238, 0.6666666666666666, 0.42857142857142855]",0.5545454545454545,3620455.0,6.28867506980896
312,8,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 1.893866935712614e-05, 'batch_size': 64, 'weight_decay': 5e-05, 'fitness': 0.2626983158595115, 'accuracy': 0.4904761904761904}","[0.45454545454545453, 0.5238095238095238, 0.47619047619047616, 0.6666666666666666, 0.6190476190476191]",0.548051948051948,765122.0,3.4244893550872804
313,8,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 112, 'num_layers': 3, 'dropout_rate': 0.48143897526130996, 'bidirectional': True, 'attention': True, 'learning_rate': 0.002077303725572563, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.23412688763499362, 'accuracy': 0.4619047619047619}","[0.5, 0.6190476190476191, 0.9047619047619048, 0.23809523809523808, 0.47619047619047616]",0.5476190476190477,1835346.0,1.5537269592285157
314,4,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 391, 'num_layers': 4, 'dropout_rate': 0.4971065467231504, 'bidirectional': True, 'attention': True, 'learning_rate': 0.011393553533114395, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.44408626167867926, 'accuracy': 0.6398268398268397}","[0.5, 0.3333333333333333, 0.6666666666666666, 0.7619047619047619, 0.47619047619047616]",0.5476190476190477,16474395.0,1.354839563369751
315,3,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 4, 'dropout_rate': 0.42880099423968276, 'bidirectional': False, 'attention': True, 'learning_rate': 2.4082246852806917e-05, 'batch_size': 128, 'weight_decay': 1e-05}","[0.5, 0.6190476190476191, 0.3333333333333333, 0.7619047619047619, 0.5238095238095238]",0.5476190476190477,2599170.0,1.317529058456421
316,8,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.28959947140823095, 'bidirectional': True, 'attention': True, 'learning_rate': 0.005011872336272725, 'batch_size': 128, 'weight_decay': 1e-05}","[0.5, 0.38095238095238093, 0.6666666666666666, 0.7619047619047619, 0.42857142857142855]",0.5476190476190476,963778.0,1.2197046756744383
317,3,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.24200838506936498, 'bidirectional': False, 'attention': True, 'learning_rate': 9.336356048721034e-06, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.5171525019557541, 'accuracy': 0.6974025974025974}","[0.5, 0.6190476190476191, 0.6666666666666666, 0.42857142857142855, 0.5238095238095238]",0.5476190476190476,860290.0,6.902352523803711
318,9,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 4, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 1e-05, 'batch_size': 128, 'weight_decay': 5e-05}","[0.5454545454545454, 0.38095238095238093, 0.38095238095238093, 0.9047619047619048, 0.5238095238095238]",0.5471861471861471,26977794.0,3.2220744132995605
319,9,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.36226786455532356, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0010515432259221582, 'batch_size': 32, 'weight_decay': 0}","[0.5909090909090909, 0.6190476190476191, 0.47619047619047616, 0.6666666666666666, 0.38095238095238093]",0.5467532467532468,963778.0,8.91238784790039
