epoch,step,val_acc,val_loss
0,2,0.5,1.3789055347442627
1,5,0.5,1.3749828338623047
2,8,0.5,1.3713397979736328
3,11,0.5,1.3673508167266846
4,14,0.5,1.3633490800857544
5,17,0.5,1.3593506813049316
6,20,0.5,1.3553818464279175
7,23,0.5,1.351434350013733
8,26,0.5,1.3475289344787598
9,29,0.5,1.343684434890747
