epoch,step,val_acc,val_loss
0,2,0.5,2.7725272178649902
1,5,0.5,2.771230697631836
2,8,0.5,2.7699379920959473
3,11,0.5,2.768646717071533
4,14,0.5,2.767364263534546
5,17,0.5,2.7660973072052
6,20,0.5,2.764833927154541
7,23,0.5,2.763566732406616
8,26,0.5,2.762300729751587
9,29,0.5,2.7610275745391846
